Match,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6
837,random3C,rotateA,random3A,random3B,rotateB,rotateC
838,equalizeA,equalizeB,turntakingB,turntakingC,equalizeC,turntakingA
839,equalizeA,equalizeB,equalizeC,turntakingB,turntakingC,turntakingA
840,equalizeC,randomB,equalizeB,equalizeA,randomC,randomA
841,equalizeC,equalizeA,equalizeC,equalizeB,equalizeA,equalizeB
842,rotateC,equalizeC,equalizeA,equalizeB,rotateA,rotateB
843,radicaleqA,radicaleqB,radicaleqC,turntakingB,turntakingC,turntakingA
844,equalizeA,equalizeB,equalizeC,rotateB,rotateC,rotateA
845,rotate0C,radicaleqB,rotate0B,radicaleqA,rotate0A,radicaleqC
846,rotateC,rotateB,rotateA,randomB,randomC,randomA
847,casteA,casteB,random3C,casteC,random3A,random3B
848,radicaleqC,rotate0C,rotate0A,rotate0B,radicaleqA,radicaleqB
849,challengerC,randomA,randomC,challengerA,challengerB,randomB
850,rotateC,rotateA,rotateB,rotateA,rotateB,rotateC
851,random3B,challengerA,random3A,challengerC,challengerB,random3C
852,random3B,random3C,challengerC,random3A,challengerB,challengerA
853,random3A,random3B,rotate0C,random3C,rotate0A,rotate0B
854,randomA,randomC,radicaleqC,radicaleqA,radicaleqB,randomB
855,casteC,challengerB,challengerA,casteB,challengerC,casteA
856,radicaleqA,radicaleqB,radicaleqC,radicaleqB,radicaleqC,radicaleqA
857,turntakingC,turntakingB,turntakingA,randomB,randomC,randomA
858,casteC,casteB,casteA,randomB,randomC,randomA
859,random3A,random3B,random3C,radicaleqB,radicaleqC,radicaleqA
860,randomB,equalizeA,randomA,equalizeC,equalizeB,randomC
861,random3C,randomA,randomC,random3A,random3B,randomB
862,rotateC,rotateB,rotateA,radicaleqB,radicaleqC,radicaleqA
863,equalizeB,rotateA,equalizeA,rotateC,rotateB,equalizeC
864,equalizeA,equalizeB,equalizeC,challengerB,challengerC,challengerA
865,rotateA,rotateB,rotateC,casteB,casteC,casteA
866,rotate0B,rotate0B,rotate0A,rotate0A,rotate0C,rotate0C
867,random3C,turntakingB,random3B,turntakingA,random3A,turntakingC
868,rotateA,rotateB,casteB,casteC,rotateC,casteA
869,casteA,casteB,casteC,challengerB,challengerC,challengerA
870,randomA,randomB,randomC,randomC,randomA,randomB
871,randomB,rotateA,randomA,rotateC,rotateB,randomC
872,radicaleqC,radicaleqB,radicaleqC,radicaleqA,radicaleqA,radicaleqB
873,random3C,equalizeB,random3B,equalizeA,random3A,equalizeC
874,casteC,casteB,casteA,rotate0B,rotate0C,rotate0A
875,random3B,equalizeA,equalizeC,random3A,random3C,equalizeB
876,turntakingB,turntakingA,turntakingC,turntakingA,turntakingB,turntakingC
877,challengerA,challengerC,randomB,randomA,randomC,challengerB
878,challengerC,challengerC,challengerB,challengerA,challengerB,challengerA
879,rotateC,rotateB,rotateA,rotateA,rotateC,rotateB
880,turntakingC,turntakingB,turntakingA,equalizeB,equalizeC,equalizeA
881,turntakingC,turntakingA,turntakingA,turntakingB,turntakingB,turntakingC
882,casteB,challengerA,challengerC,casteA,casteC,challengerB
883,radicaleqA,radicaleqA,radicaleqB,radicaleqC,radicaleqC,radicaleqB
884,rotateB,rotateA,equalizeC,equalizeB,rotateC,equalizeA
885,rotate0C,random3B,rotate0B,random3A,rotate0A,random3C
886,rotateA,rotateB,radicaleqC,rotateC,radicaleqA,radicaleqB
887,rotateC,turntakingA,rotateA,rotateB,turntakingB,turntakingC
888,rotate0C,turntakingB,rotate0B,turntakingA,rotate0A,turntakingC
889,randomB,casteA,randomA,casteC,casteB,randomC
890,rotateA,rotateB,random3C,rotateC,random3A,random3B
891,challengerA,challengerB,equalizeC,challengerC,equalizeA,equalizeB
892,randomB,randomB,randomC,randomC,randomA,randomA
893,radicaleqB,radicaleqA,random3C,random3B,radicaleqC,random3A
894,randomC,equalizeA,randomA,randomB,equalizeB,equalizeC
895,random3C,rotateB,random3B,rotateA,random3A,rotateC
896,casteB,casteC,casteA,casteA,casteC,casteB
897,equalizeB,randomA,equalizeC,randomB,equalizeA,randomC
898,equalizeC,casteB,equalizeB,casteA,equalizeA,casteC
899,rotateC,rotateA,rotateB,rotateB,rotateA,rotateC
900,turntakingC,casteC,casteA,casteB,turntakingA,turntakingB
